tree,group,Early_period,Late_period,diff,mat,map,maa,lat,lon,spp,fixer,lifeform,prediff,aidiff,tmpdiff
057 _XX_ Populus euphratica,a,-2.4648265785463317,0.4510316880658595,2.915858266612191,8.21935911961855,8.434743743561782,0.09841952268126404,40.95,100.18,Populus euphratica,n,d,0.4330672617250375,0.001987976665602076,0.46042010263234445
036 _XX_ prairie ck,g,-0.00220312062045877,-0.6400097761434101,-0.6378066555229513,12.278333547787788,114.48115601363854,1.5654784750322668,41.451,-124.036,Sequoia semperevirens,n,e,-1.2811256278193355,-0.021364002341227428,0.46103897755280165
014 _XX_ psLil,g,-3.3988199585272816,-2.1588819570927,1.2399380014345818,10.36794889217768,79.0584629031328,1.1509865164060793,43.05,-5.25,Pinus sylvestris,n,e,3.6602303840800943,-0.015435342673622787,0.9695970901078024
014 _XX_ psUrb,g,-1.7835793197178915,-0.01871715444002371,1.7648621652778678,9.016154010813588,62.09448824356764,0.8041675026454115,42,-2.817,Pinus sylvestris,n,e,1.4924602470700705,-0.021132312586797153,1.1575396571840564
014 _XX_ puPed,g,-1.3562989922454447,-3.908786145436411,-2.5524871531909663,9.024359124631454,71.85397566256042,0.9991674332969498,42.233,1.7,Pinus uncinata,n,e,-5.824217172503197,-0.11769737525299007,0.8512604792123568
161 _XX_ Quercus,a,-1.7494008130466474,-2.3148141825549344,-0.565413369508287,9.95858992085052,105.06320699850718,1.2913394045612694,41.067,-74.017,Quercus rubra,n,d,14.033766204660594,0.11629260387439788,0.4032467773982482
022 _XX_ Quercus cerris,a,-0.46443188719962675,-1.188076469217063,-0.7236445820174362,13.705128434835336,63.755257424865015,0.8633653258594054,43.15,10.9,Quercus cerris,n,d,9.146348357520736,0.06046614724024513,0.7344789802067773
041 _XX_ Quercus petraea,a,-3.2046586124302965,-5.450571146631438,-2.2459125342011412,9.61102579237941,121.26448934720112,2.7900156542468952,52.217,-4.216,Quercus petraea,n,d,-0.48111174749949726,-0.1934326025824813,0.42126990575638956
056 _XX_ Quercus petraea,a,-1.9353779430287883,-2.07428763281228,-0.1389096897834916,11.706923284133277,51.85128287955737,0.7987357172467051,48.38,2.67,Quercus petraea,n,d,2.6983765988122883,-0.018680322358748724,0.790476290178507
146 _XX_ Quercus robur,a,0.597184802308772,-0.22266947559683375,-0.8198542779056057,7.606795006656112,127.63654078214596,3.305580527347758,55.267,-3.433,Quercus robur,n,d,-1.073766184472447,-0.11680976392546927,0.30149345181205156
078 _XX_ Quercus robur,a,-4.2623077026578,-1.850914395720308,2.411393306937492,4.967948810431437,48.653462374516025,1.1967392831265038,60,23.08,Quercus robur,n,d,1.2776867733520731,-0.04831002314819843,0.562312930224298
105 _XX_ quma,a,0.04301696706067731,-0.9267097476206696,-0.9697267146813469,13.436795096691602,17.648205435132752,0.1641596865421764,36.668,54.567,Quercus macranthera,n,d,-2.534615327435251,-0.017065123676985677,1.1245192420351628
037 _XX_ Sabina przewalskii,g,-0.7420074349795798,-1.536286093013438,-0.7942786580338583,-3.3076923568279315,14.28423102264985,0.1960795361406494,37.433,98.05,Sabina przewalskii,n,e,0.9755101124394905,0.009762756067578038,0.12765307563300032
038 _XX_ Sabina tibetica,g,-0.9549155009412664,-0.6299252793442469,0.3249902215970195,-4.3992308476892035,25.890128692268178,0.3922074665459181,33.8,96.1333,Sabina tibetica,n,e,0.8268711279038712,0.016430201246711962,-0.057312924997741765
036 _XX_ santarosa,g,-1.9263296860614336,-0.6981921707996618,1.2281375152617717,14.272692550145663,75.82487300856947,0.788611021164256,38.4,-122.984,Sequoia semperevirens,n,e,-4.444683283079261,-0.035568508015204114,0.5512352302174293
167 _XX_ Shorea johorensis,a,-0.6142618008444396,-0.5720576781584613,0.042204122685978285,24.33717987843049,203.88872155409592,2.2697927970826988,4.95,117.8,Shorea johorensis,n,e,-0.49390719384371096,-0.019069269001048106,0.570448155496635
167 _XX_ Shorea superba,a,1.5587137898987904,-0.5811054081180712,-2.1398191980168617,24.33717987843049,203.88872155409592,2.2697927970826988,4.95,117.8,Shorea superba,n,NA,1.4612243743169984,0.01729542633894754,0.517176829227779
091 _XX_ south,g,0.4690871130817032,-1.6391866466914349,-2.1082737597731382,14.94307719316238,31.69230821034274,0.31759268940783436,34.6,3.08,Pinus halepensis,n,e,-0.5252011673238144,-0.008053955142462765,0.7819109576383916
059 _XX_ Spasskaya pad,g,-1.998339348092019,-2.153902492121736,-0.15556314402971672,-10.148846305257235,22.574359336418983,0.5886667659899097,62.233,129.617,Larix cajanderi,n,d,0.6941638818318125,0.0013743967203743157,1.0669531400511865
104 _XX_ stodry,g,-2.6182952546843388,-3.75724017794947,-1.1389449232651314,6.2914103535314405,42.44128282597432,0.9314088154951315,59.44,18,Pinus sylvestris,n,e,2.668003497366719,-0.03467478785783473,0.8558479776557721
104 _XX_ stomoist,g,-1.9413489209277568,-5.507650250096973,-3.5663013291692165,6.2914103535314405,42.44128282597432,0.9314088154951315,59.44,18,Pinus sylvestris,n,e,1.0350000722067634,-0.06097074465785701,0.7678571743624527
108 _XX_ SUS,a,-0.4076717552259227,-2.336911874188377,-1.9292401189624542,8.112564264065945,55.80243681027339,0.7281053688360365,41.82,23.08,Quercus petraea,n,d,-0.827072805577103,-0.02749166228358113,0.5687813157444577
064 _XX_ suw,g,0.32170502788374394,-1.529704454180085,-1.851409482063829,6.915000110004957,51.07282139124015,1.005499485420681,54.1,22.93,Pinus sylvestris,n,e,-0.5568693288775748,-0.024527719459003006,0.31120977968853225
013 _XX_ sylvestris,g,-1.9484367772552753,-5.28613119310439,-3.337694415849115,9.145769409634743,46.709616206700986,0.8248167018973653,52.827,14.014,Pinus sylvestris,n,e,-3.2864288537275215,-0.06696883941858778,0.4761903910409835
173 _XX_ Tectona grandis,a,0.19026137192361725,0.5544080884482867,0.36414671652466946,27.091282455737772,165.24602831061452,1.4173146159444243,-7.083,111.183,Tectona grandis,n,d,21.19214152765798,0.1668063085644207,0.34956031736437154
174 _XX_ teiv,a,4.565330222909852,-1.1470385150213287,-5.712368737931181,25.174231152656752,211.2580798876591,2.3766115394318144,5.217,9.1,Terminalia ivorensis,n,e,-32.15844280688793,-0.3574532354737432,0.05129871120700358
030 _XX_ UPF,g,-0.7752754100905964,-2.5322816539637114,-1.757006243873115,9.024359124631454,71.85397566256042,0.9991674332969498,42.262,1.633,Pinus nigra,n,e,-7.127088460424446,-0.1417510836481055,1.0345604647646898
101 _XX_ UST,g,-3.6184679574947807,-3.1167980943573976,0.501669863137383,-9.396538647932884,27.55705174941283,0.7343290353051886,60,133.817,Larix cajanderi,n,d,-0.2027569860842391,-0.01247755858660915,1.027151157583111
135 _XX_ Val maggiore,g,-0.3072236994578335,0.06249426884302647,0.36971796830085996,1.8637179885919275,123.74987399960176,3.219446370876561,46.292,11.613,Picea abies,n,e,6.648979832931445,-0.06067211558892405,0.686394572283338
108 _XX_ VEL,g,-0.7582913172489884,-1.9859989662274289,-1.2277076489784404,7.264871925965716,60.498206196534326,0.8130596060875935,42.03,23.96,Pinus sylvestris,n,e,1.3387754503686295,-0.015935744430946253,0.6399267480861202
064 _XX_ vig,g,0.9459889516181844,-0.6025226775493545,-1.548511629167539,1.896153880407413,184.6629518215473,4.27416914896071,46.5,8.77,Pinus sylvestris,n,e,0.23193228818516332,-0.23619617207801635,0.7022917908143231
064 _XX_ win,g,-2.4985340541658103,0.9694750239085428,3.468009078074353,9.75653862911157,64.33577036827039,1.3343353227372856,51.41,-0.59,Pinus sylvestris,n,e,-1.579199324410233,-0.10307515858886762,0.6233909504379938
133 _XX_ XE,a,-0.2807919253338621,0.0895797965009138,0.3703717218347759,10.052948915490354,73.86384740166176,0.9994731179115156,42.684,-2.491,Quercus pyreaica,n,d,3.092967352500324,-0.03212221601069165,1.035824224975082
101 _XX_ YAK,g,-2.420270646727663,-1.8637401205621953,0.5565305261654676,-10.335128372143476,23.33282085550137,0.6127366913796229,62.25,129.233,Larix cajanderi,n,d,0.6054545656427166,0.001861573127999283,0.9916883050621337
