year,SPEI_mean,tree,lat,lon
1962,-0.2251060434750148,026 _XX_ cacahr,-33.095,119.418
1963,-0.0620553983109338,026 _XX_ cacahr,-33.095,119.418
1964,0.10348840696471077,026 _XX_ cacahr,-33.095,119.418
1965,1.3933354616165161,026 _XX_ cacahr,-33.095,119.418
1966,-0.029028697737625668,026 _XX_ cacahr,-33.095,119.418
1967,-0.0568177013524941,026 _XX_ cacahr,-33.095,119.418
1968,-0.5725758075714111,026 _XX_ cacahr,-33.095,119.418
1969,-1.171064121382577,026 _XX_ cacahr,-33.095,119.418
1970,-0.4307169233049665,026 _XX_ cacahr,-33.095,119.418
1971,0.641855505428144,026 _XX_ cacahr,-33.095,119.418
1972,-1.7315835101263863,026 _XX_ cacahr,-33.095,119.418
1973,1.0305126905441284,026 _XX_ cacahr,-33.095,119.418
1974,-0.019263450588498796,026 _XX_ cacahr,-33.095,119.418
1975,0.3061376229992935,026 _XX_ cacahr,-33.095,119.418
1976,-0.37302510866097044,026 _XX_ cacahr,-33.095,119.418
1977,0.43136107602289747,026 _XX_ cacahr,-33.095,119.418
1978,-0.19417896228177206,026 _XX_ cacahr,-33.095,119.418
1979,-0.735950904233115,026 _XX_ cacahr,-33.095,119.418
1980,-0.47302757629326414,026 _XX_ cacahr,-33.095,119.418
1981,-0.046552007751805444,026 _XX_ cacahr,-33.095,119.418
1982,-1.0521901079586573,026 _XX_ cacahr,-33.095,119.418
1983,0.8190198114940098,026 _XX_ cacahr,-33.095,119.418
1984,-0.38557559677532743,026 _XX_ cacahr,-33.095,119.418
1985,0.11319629741566521,026 _XX_ cacahr,-33.095,119.418
1986,-0.4834132388766323,026 _XX_ cacahr,-33.095,119.418
1987,-0.587923017862652,026 _XX_ cacahr,-33.095,119.418
1988,-0.6550343872181007,026 _XX_ cacahr,-33.095,119.418
1989,0.2588365719254528,026 _XX_ cacahr,-33.095,119.418
1990,-0.9783812569720405,026 _XX_ cacahr,-33.095,119.418
1991,0.2149536226476942,026 _XX_ cacahr,-33.095,119.418
1992,1.3079784682818822,026 _XX_ cacahr,-33.095,119.418
1993,-0.3758812259350504,026 _XX_ cacahr,-33.095,119.418
1994,-1.3990212168012346,026 _XX_ cacahr,-33.095,119.418
1995,0.09275489673018456,026 _XX_ cacahr,-33.095,119.418
1996,0.1745119116136006,026 _XX_ cacahr,-33.095,119.418
1997,-0.9581957544599261,026 _XX_ cacahr,-33.095,119.418
1998,0.24948272109031677,026 _XX_ cacahr,-33.095,119.418
1999,0.8990639426878521,026 _XX_ cacahr,-33.095,119.418
2000,-1.6696922608784266,026 _XX_ cacahr,-33.095,119.418
2001,0.9558643996715546,026 _XX_ cacahr,-33.095,119.418
2002,-1.0299634720597948,026 _XX_ cacahr,-33.095,119.418
2003,0.21202772962195532,026 _XX_ cacahr,-33.095,119.418
2004,-1.2457152434757777,026 _XX_ cacahr,-33.095,119.418
2005,0.9896979076521737,026 _XX_ cacahr,-33.095,119.418
2006,-1.666733247893197,026 _XX_ cacahr,-33.095,119.418
2007,-0.9273224217551095,026 _XX_ cacahr,-33.095,119.418
2008,0.8841724225452968,026 _XX_ cacahr,-33.095,119.418
2009,-1.1683911340577262,026 _XX_ cacahr,-33.095,119.418
2010,-1.2976199729101998,026 _XX_ cacahr,-33.095,119.418
2011,0.8435735808951514,026 _XX_ cacahr,-33.095,119.418
2012,-0.7166200450488499,026 _XX_ cacahr,-33.095,119.418
2013,-0.7587668980870929,026 _XX_ cacahr,-33.095,119.418
2014,-0.9557581543922424,026 _XX_ cacahr,-33.095,119.418
2015,-0.8066269303006786,026 _XX_ cacahr,-33.095,119.418
2016,0.394318017576422,026 _XX_ cacahr,-33.095,119.418
2017,-0.38490825093218256,026 _XX_ cacahr,-33.095,119.418
1901,-0.07839713564940862,026 _XX_ cacolt,-33.051,120.795
1902,1.1198025260652815,026 _XX_ cacolt,-33.051,120.795
1903,1.1016366992677962,026 _XX_ cacolt,-33.051,120.795
1904,1.5721309440476554,026 _XX_ cacolt,-33.051,120.795
1905,-0.1350810011582715,026 _XX_ cacolt,-33.051,120.795
1906,0.8752988151141575,026 _XX_ cacolt,-33.051,120.795
1907,0.3931664207151958,026 _XX_ cacolt,-33.051,120.795
1908,-0.1433651436652456,026 _XX_ cacolt,-33.051,120.795
1909,0.41435085449899944,026 _XX_ cacolt,-33.051,120.795
1910,0.5483204041208539,026 _XX_ cacolt,-33.051,120.795
1911,-0.6928846154894147,026 _XX_ cacolt,-33.051,120.795
1912,-0.15006137745721,026 _XX_ cacolt,-33.051,120.795
1913,0.33545456773468424,026 _XX_ cacolt,-33.051,120.795
1914,0.8030614597456796,026 _XX_ cacolt,-33.051,120.795
1915,0.1378243166421141,026 _XX_ cacolt,-33.051,120.795
1916,1.437048648084913,026 _XX_ cacolt,-33.051,120.795
1917,2.149358936718532,026 _XX_ cacolt,-33.051,120.795
1918,-0.8596948598112378,026 _XX_ cacolt,-33.051,120.795
1919,1.0160905987556492,026 _XX_ cacolt,-33.051,120.795
1920,-0.7793244059596743,026 _XX_ cacolt,-33.051,120.795
1921,0.6561889818736485,026 _XX_ cacolt,-33.051,120.795
1922,-0.1764072488461222,026 _XX_ cacolt,-33.051,120.795
1923,-0.22054287950907434,026 _XX_ cacolt,-33.051,120.795
1924,1.300840871674674,026 _XX_ cacolt,-33.051,120.795
1925,0.0806030694927488,026 _XX_ cacolt,-33.051,120.795
1926,0.3061806485056877,026 _XX_ cacolt,-33.051,120.795
1927,-0.06498230395040341,026 _XX_ cacolt,-33.051,120.795
1928,-0.11145342513918877,026 _XX_ cacolt,-33.051,120.795
1929,0.5179821401834488,026 _XX_ cacolt,-33.051,120.795
1930,-0.44101485184260775,026 _XX_ cacolt,-33.051,120.795
1931,0.9445805634771075,026 _XX_ cacolt,-33.051,120.795
1932,0.8605595741953168,026 _XX_ cacolt,-33.051,120.795
1933,0.2598957142659596,026 _XX_ cacolt,-33.051,120.795
1934,0.7940459975174495,026 _XX_ cacolt,-33.051,120.795
1935,0.716823151069028,026 _XX_ cacolt,-33.051,120.795
1936,-0.801879957318306,026 _XX_ cacolt,-33.051,120.795
1937,0.4034756299640451,026 _XX_ cacolt,-33.051,120.795
1938,0.2784824115889413,026 _XX_ cacolt,-33.051,120.795
1939,0.6390522186245237,026 _XX_ cacolt,-33.051,120.795
1940,-0.6430021332842963,026 _XX_ cacolt,-33.051,120.795
1941,0.8103634119033813,026 _XX_ cacolt,-33.051,120.795
1942,1.2657483730997359,026 _XX_ cacolt,-33.051,120.795
1943,-0.4032773630959647,026 _XX_ cacolt,-33.051,120.795
1944,-1.0810317993164062,026 _XX_ cacolt,-33.051,120.795
1945,-0.169924439064094,026 _XX_ cacolt,-33.051,120.795
1946,-0.0013736252273832048,026 _XX_ cacolt,-33.051,120.795
1947,0.31073950763259617,026 _XX_ cacolt,-33.051,120.795
1948,-0.2682540616286652,026 _XX_ cacolt,-33.051,120.795
1949,0.13529203832149506,026 _XX_ cacolt,-33.051,120.795
1950,0.2712106443941593,026 _XX_ cacolt,-33.051,120.795
1951,0.564837383372443,026 _XX_ cacolt,-33.051,120.795
1952,0.4981335944363049,026 _XX_ cacolt,-33.051,120.795
1953,-0.3730935369219099,026 _XX_ cacolt,-33.051,120.795
1954,-0.1471062856061118,026 _XX_ cacolt,-33.051,120.795
1955,0.07972216606140137,026 _XX_ cacolt,-33.051,120.795
1956,-0.4186637635741915,026 _XX_ cacolt,-33.051,120.795
1957,-1.6988972084862846,026 _XX_ cacolt,-33.051,120.795
1958,1.0669811442494392,026 _XX_ cacolt,-33.051,120.795
1959,1.3560033525739397,026 _XX_ cacolt,-33.051,120.795
1960,-0.026801855436393192,026 _XX_ cacolt,-33.051,120.795
1961,-1.4563052994864327,026 _XX_ cacolt,-33.051,120.795
1962,-0.09897441523415702,026 _XX_ cacolt,-33.051,120.795
1963,-0.11043621173926763,026 _XX_ cacolt,-33.051,120.795
1964,0.28819313645362854,026 _XX_ cacolt,-33.051,120.795
1965,1.203487821987697,026 _XX_ cacolt,-33.051,120.795
1966,0.14971747355801718,026 _XX_ cacolt,-33.051,120.795
1967,-0.08487217979771751,026 _XX_ cacolt,-33.051,120.795
1968,-0.19469896970050676,026 _XX_ cacolt,-33.051,120.795
1969,-1.0325089522770472,026 _XX_ cacolt,-33.051,120.795
1970,-0.7160282986504691,026 _XX_ cacolt,-33.051,120.795
1971,0.7098391311509269,026 _XX_ cacolt,-33.051,120.795
1972,-1.6090945856911796,026 _XX_ cacolt,-33.051,120.795
1973,1.0292988164084298,026 _XX_ cacolt,-33.051,120.795
1974,-0.24642995106322424,026 _XX_ cacolt,-33.051,120.795
1975,0.5231607349123806,026 _XX_ cacolt,-33.051,120.795
1976,-0.48408340609499384,026 _XX_ cacolt,-33.051,120.795
1977,-0.04946729115077427,026 _XX_ cacolt,-33.051,120.795
1978,-0.4163003180708204,026 _XX_ cacolt,-33.051,120.795
1979,-0.600453644990921,026 _XX_ cacolt,-33.051,120.795
1980,-0.7546292639204434,026 _XX_ cacolt,-33.051,120.795
1981,-0.43260317402226584,026 _XX_ cacolt,-33.051,120.795
1982,-0.8195397130080632,026 _XX_ cacolt,-33.051,120.795
1983,0.4569897949695587,026 _XX_ cacolt,-33.051,120.795
1984,-0.15323479367153986,026 _XX_ cacolt,-33.051,120.795
1985,0.11367705251489367,026 _XX_ cacolt,-33.051,120.795
1986,-0.1446511223912239,026 _XX_ cacolt,-33.051,120.795
1987,-0.7431065589189529,026 _XX_ cacolt,-33.051,120.795
1988,-1.0482656643060702,026 _XX_ cacolt,-33.051,120.795
1989,0.05646368967635291,026 _XX_ cacolt,-33.051,120.795
1990,-1.1579467739377702,026 _XX_ cacolt,-33.051,120.795
1991,0.028954644288335527,026 _XX_ cacolt,-33.051,120.795
1992,1.4979923622948783,026 _XX_ cacolt,-33.051,120.795
1993,-0.20225839210408075,026 _XX_ cacolt,-33.051,120.795
1994,-1.146253023828779,026 _XX_ cacolt,-33.051,120.795
1995,-0.19557357685906546,026 _XX_ cacolt,-33.051,120.795
1996,-0.11497327618833099,026 _XX_ cacolt,-33.051,120.795
1997,-0.8328572064638138,026 _XX_ cacolt,-33.051,120.795
1998,0.25539200300616877,026 _XX_ cacolt,-33.051,120.795
1999,0.7731895790036235,026 _XX_ cacolt,-33.051,120.795
2000,-1.557547926902771,026 _XX_ cacolt,-33.051,120.795
2001,0.8897386874471392,026 _XX_ cacolt,-33.051,120.795
2002,-1.152651275907244,026 _XX_ cacolt,-33.051,120.795
2003,0.5276049865143639,026 _XX_ cacolt,-33.051,120.795
2004,-1.6567408697945731,026 _XX_ cacolt,-33.051,120.795
2005,0.8567760565451213,026 _XX_ cacolt,-33.051,120.795
2006,-1.7183648943901062,026 _XX_ cacolt,-33.051,120.795
2007,-1.1065324970654078,026 _XX_ cacolt,-33.051,120.795
2008,1.066245585680008,026 _XX_ cacolt,-33.051,120.795
2009,-1.1848303505352564,026 _XX_ cacolt,-33.051,120.795
2010,-1.3285158957753862,026 _XX_ cacolt,-33.051,120.795
2011,0.8896316172821181,026 _XX_ cacolt,-33.051,120.795
2012,-0.7613024275217738,026 _XX_ cacolt,-33.051,120.795
2013,-0.44861393155796186,026 _XX_ cacolt,-33.051,120.795
2014,-1.1870352114949907,026 _XX_ cacolt,-33.051,120.795
2015,-0.5323732623032161,026 _XX_ cacolt,-33.051,120.795
2016,0.648789065756968,026 _XX_ cacolt,-33.051,120.795
2017,-0.627542468053954,026 _XX_ cacolt,-33.051,120.795
1901,-0.04906849137374333,060 _XX_ Omora Low,-54.933,-67.633
1902,-0.4429119623133114,060 _XX_ Omora Low,-54.933,-67.633
1903,0.29779378856931416,060 _XX_ Omora Low,-54.933,-67.633
1904,0.4284060573471444,060 _XX_ Omora Low,-54.933,-67.633
1905,0.9222104038511004,060 _XX_ Omora Low,-54.933,-67.633
1906,0.3843035018736763,060 _XX_ Omora Low,-54.933,-67.633
1907,-1.6505601406097412,060 _XX_ Omora Low,-54.933,-67.633
1908,-0.4595062094075339,060 _XX_ Omora Low,-54.933,-67.633
1909,-1.5981487887246268,060 _XX_ Omora Low,-54.933,-67.633
1910,-2.000673770904541,060 _XX_ Omora Low,-54.933,-67.633
1911,-0.6769293727619308,060 _XX_ Omora Low,-54.933,-67.633
1912,0.36729163357189726,060 _XX_ Omora Low,-54.933,-67.633
1913,0.9815576842853001,060 _XX_ Omora Low,-54.933,-67.633
1914,0.8075116681201118,060 _XX_ Omora Low,-54.933,-67.633
1915,0.4328739935798304,060 _XX_ Omora Low,-54.933,-67.633
1916,-0.9613966941833496,060 _XX_ Omora Low,-54.933,-67.633
1917,-0.7614957945687431,060 _XX_ Omora Low,-54.933,-67.633
1918,1.5502909187759673,060 _XX_ Omora Low,-54.933,-67.633
1919,-1.289972458566938,060 _XX_ Omora Low,-54.933,-67.633
1920,0.14277031432305062,060 _XX_ Omora Low,-54.933,-67.633
1921,-0.7221262667860303,060 _XX_ Omora Low,-54.933,-67.633
1922,-0.1981053916471345,060 _XX_ Omora Low,-54.933,-67.633
1923,-0.12736662796565465,060 _XX_ Omora Low,-54.933,-67.633
1924,-0.6561103888920375,060 _XX_ Omora Low,-54.933,-67.633
1925,0.6687052398920059,060 _XX_ Omora Low,-54.933,-67.633
1926,0.47923179609434946,060 _XX_ Omora Low,-54.933,-67.633
1927,0.4571801573038101,060 _XX_ Omora Low,-54.933,-67.633
1928,1.2409570387431554,060 _XX_ Omora Low,-54.933,-67.633
1929,0.14882696845701762,060 _XX_ Omora Low,-54.933,-67.633
1930,0.5432681284312691,060 _XX_ Omora Low,-54.933,-67.633
1931,0.06702520798093506,060 _XX_ Omora Low,-54.933,-67.633
1932,0.2909109966297235,060 _XX_ Omora Low,-54.933,-67.633
1933,1.088511474430561,060 _XX_ Omora Low,-54.933,-67.633
1934,0.7420165198189872,060 _XX_ Omora Low,-54.933,-67.633
1935,0.837016122681754,060 _XX_ Omora Low,-54.933,-67.633
1936,-1.2806830746786935,060 _XX_ Omora Low,-54.933,-67.633
1937,0.4271721967629024,060 _XX_ Omora Low,-54.933,-67.633
1938,1.243736139365605,060 _XX_ Omora Low,-54.933,-67.633
1939,-0.6266492115599769,060 _XX_ Omora Low,-54.933,-67.633
1940,0.6823103938783918,060 _XX_ Omora Low,-54.933,-67.633
1941,1.7308613657951355,060 _XX_ Omora Low,-54.933,-67.633
1942,0.5852922946214676,060 _XX_ Omora Low,-54.933,-67.633
1943,-1.1645243018865585,060 _XX_ Omora Low,-54.933,-67.633
1944,1.8938814571925573,060 _XX_ Omora Low,-54.933,-67.633
1945,0.4152936137148312,060 _XX_ Omora Low,-54.933,-67.633
1946,1.3026327065059118,060 _XX_ Omora Low,-54.933,-67.633
1947,-0.6255188882350922,060 _XX_ Omora Low,-54.933,-67.633
1948,0.6408426463603973,060 _XX_ Omora Low,-54.933,-67.633
1949,0.20169387451772178,060 _XX_ Omora Low,-54.933,-67.633
1950,1.0176230243274145,060 _XX_ Omora Low,-54.933,-67.633
1951,-0.2949398596371923,060 _XX_ Omora Low,-54.933,-67.633
1952,0.2138490921684674,060 _XX_ Omora Low,-54.933,-67.633
1953,-1.4884435619626726,060 _XX_ Omora Low,-54.933,-67.633
1954,0.47988104820251465,060 _XX_ Omora Low,-54.933,-67.633
1955,1.391635928036911,060 _XX_ Omora Low,-54.933,-67.633
1956,0.044991618554506986,060 _XX_ Omora Low,-54.933,-67.633
1957,1.0856338845832008,060 _XX_ Omora Low,-54.933,-67.633
1958,-0.470067281808172,060 _XX_ Omora Low,-54.933,-67.633
1959,-1.4619701845305306,060 _XX_ Omora Low,-54.933,-67.633
1960,-0.18548589891621045,060 _XX_ Omora Low,-54.933,-67.633
1961,-0.9192961880138942,060 _XX_ Omora Low,-54.933,-67.633
1962,-1.3660562549318587,060 _XX_ Omora Low,-54.933,-67.633
1963,-0.6729483072246824,060 _XX_ Omora Low,-54.933,-67.633
1964,-0.1315686841096197,060 _XX_ Omora Low,-54.933,-67.633
1965,-0.2646328184221472,060 _XX_ Omora Low,-54.933,-67.633
1966,0.2147132796900613,060 _XX_ Omora Low,-54.933,-67.633
1967,-0.37199467207704273,060 _XX_ Omora Low,-54.933,-67.633
1968,0.05018693847315652,060 _XX_ Omora Low,-54.933,-67.633
1969,1.3820595485823495,060 _XX_ Omora Low,-54.933,-67.633
1970,0.5007132078920092,060 _XX_ Omora Low,-54.933,-67.633
1971,0.737004069345338,060 _XX_ Omora Low,-54.933,-67.633
1972,1.143300907952445,060 _XX_ Omora Low,-54.933,-67.633
1973,-0.3612409915242876,060 _XX_ Omora Low,-54.933,-67.633
1974,-0.10942514453615461,060 _XX_ Omora Low,-54.933,-67.633
1975,0.3874871964965548,060 _XX_ Omora Low,-54.933,-67.633
1976,1.2843420101063592,060 _XX_ Omora Low,-54.933,-67.633
1977,-1.113205509526389,060 _XX_ Omora Low,-54.933,-67.633
1978,-0.21656746257628715,060 _XX_ Omora Low,-54.933,-67.633
1979,1.075159055846078,060 _XX_ Omora Low,-54.933,-67.633
1980,0.7532618301255363,060 _XX_ Omora Low,-54.933,-67.633
1981,0.5968493659581456,060 _XX_ Omora Low,-54.933,-67.633
1982,0.8176100174231189,060 _XX_ Omora Low,-54.933,-67.633
1983,-1.0791317096778326,060 _XX_ Omora Low,-54.933,-67.633
1984,-0.63222422344344,060 _XX_ Omora Low,-54.933,-67.633
1985,-0.4550656069602285,060 _XX_ Omora Low,-54.933,-67.633
1986,0.15107468089887074,060 _XX_ Omora Low,-54.933,-67.633
1987,-0.3892222706760679,060 _XX_ Omora Low,-54.933,-67.633
1988,1.0180684157780238,060 _XX_ Omora Low,-54.933,-67.633
1989,-1.0218980684876442,060 _XX_ Omora Low,-54.933,-67.633
1990,0.5512055877063956,060 _XX_ Omora Low,-54.933,-67.633
1991,0.07082318860505309,060 _XX_ Omora Low,-54.933,-67.633
1992,-0.31983831258756773,060 _XX_ Omora Low,-54.933,-67.633
1993,-0.6645425132342747,060 _XX_ Omora Low,-54.933,-67.633
1994,-1.1420562352452959,060 _XX_ Omora Low,-54.933,-67.633
1995,-0.0651768786566598,060 _XX_ Omora Low,-54.933,-67.633
1996,-0.8097623118332454,060 _XX_ Omora Low,-54.933,-67.633
1997,0.9221234598330089,060 _XX_ Omora Low,-54.933,-67.633
1998,-0.07861320301890373,060 _XX_ Omora Low,-54.933,-67.633
1999,-0.2083616288644927,060 _XX_ Omora Low,-54.933,-67.633
2000,1.4205883666872978,060 _XX_ Omora Low,-54.933,-67.633
2001,-1.52001919065203,060 _XX_ Omora Low,-54.933,-67.633
2002,0.8811967968940735,060 _XX_ Omora Low,-54.933,-67.633
2003,-0.17917451235864842,060 _XX_ Omora Low,-54.933,-67.633
2004,-1.4650696005140031,060 _XX_ Omora Low,-54.933,-67.633
2005,0.9802352743489402,060 _XX_ Omora Low,-54.933,-67.633
2006,0.04594306740909815,060 _XX_ Omora Low,-54.933,-67.633
2007,-0.17793513674821174,060 _XX_ Omora Low,-54.933,-67.633
2008,-0.8836863076513899,060 _XX_ Omora Low,-54.933,-67.633
2009,0.03175830574972289,060 _XX_ Omora Low,-54.933,-67.633
2010,-1.4869332994733537,060 _XX_ Omora Low,-54.933,-67.633
2011,-1.2838214891297477,060 _XX_ Omora Low,-54.933,-67.633
2012,-0.7921934766428811,060 _XX_ Omora Low,-54.933,-67.633
2013,0.31606963383299963,060 _XX_ Omora Low,-54.933,-67.633
2014,-0.34459095554692404,060 _XX_ Omora Low,-54.933,-67.633
2015,0.10526636668613978,060 _XX_ Omora Low,-54.933,-67.633
2016,-1.5261867131505693,060 _XX_ Omora Low,-54.933,-67.633
2017,-0.35496865638664793,060 _XX_ Omora Low,-54.933,-67.633
1901,-0.04906849137374333,060 _XX_ Omora Up,-54.9167,-67.617
1902,-0.4429119623133114,060 _XX_ Omora Up,-54.9167,-67.617
1903,0.29779378856931416,060 _XX_ Omora Up,-54.9167,-67.617
1904,0.4284060573471444,060 _XX_ Omora Up,-54.9167,-67.617
1905,0.9222104038511004,060 _XX_ Omora Up,-54.9167,-67.617
1906,0.3843035018736763,060 _XX_ Omora Up,-54.9167,-67.617
1907,-1.6505601406097412,060 _XX_ Omora Up,-54.9167,-67.617
1908,-0.4595062094075339,060 _XX_ Omora Up,-54.9167,-67.617
1909,-1.5981487887246268,060 _XX_ Omora Up,-54.9167,-67.617
1910,-2.000673770904541,060 _XX_ Omora Up,-54.9167,-67.617
1911,-0.6769293727619308,060 _XX_ Omora Up,-54.9167,-67.617
1912,0.36729163357189726,060 _XX_ Omora Up,-54.9167,-67.617
1913,0.9815576842853001,060 _XX_ Omora Up,-54.9167,-67.617
1914,0.8075116681201118,060 _XX_ Omora Up,-54.9167,-67.617
1915,0.4328739935798304,060 _XX_ Omora Up,-54.9167,-67.617
1916,-0.9613966941833496,060 _XX_ Omora Up,-54.9167,-67.617
1917,-0.7614957945687431,060 _XX_ Omora Up,-54.9167,-67.617
1918,1.5502909187759673,060 _XX_ Omora Up,-54.9167,-67.617
1919,-1.289972458566938,060 _XX_ Omora Up,-54.9167,-67.617
1920,0.14277031432305062,060 _XX_ Omora Up,-54.9167,-67.617
1921,-0.7221262667860303,060 _XX_ Omora Up,-54.9167,-67.617
1922,-0.1981053916471345,060 _XX_ Omora Up,-54.9167,-67.617
1923,-0.12736662796565465,060 _XX_ Omora Up,-54.9167,-67.617
1924,-0.6561103888920375,060 _XX_ Omora Up,-54.9167,-67.617
1925,0.6687052398920059,060 _XX_ Omora Up,-54.9167,-67.617
1926,0.47923179609434946,060 _XX_ Omora Up,-54.9167,-67.617
1927,0.4571801573038101,060 _XX_ Omora Up,-54.9167,-67.617
1928,1.2409570387431554,060 _XX_ Omora Up,-54.9167,-67.617
1929,0.14882696845701762,060 _XX_ Omora Up,-54.9167,-67.617
1930,0.5432681284312691,060 _XX_ Omora Up,-54.9167,-67.617
1931,0.06702520798093506,060 _XX_ Omora Up,-54.9167,-67.617
1932,0.2909109966297235,060 _XX_ Omora Up,-54.9167,-67.617
1933,1.088511474430561,060 _XX_ Omora Up,-54.9167,-67.617
1934,0.7420165198189872,060 _XX_ Omora Up,-54.9167,-67.617
1935,0.837016122681754,060 _XX_ Omora Up,-54.9167,-67.617
1936,-1.2806830746786935,060 _XX_ Omora Up,-54.9167,-67.617
1937,0.4271721967629024,060 _XX_ Omora Up,-54.9167,-67.617
1938,1.243736139365605,060 _XX_ Omora Up,-54.9167,-67.617
1939,-0.6266492115599769,060 _XX_ Omora Up,-54.9167,-67.617
1940,0.6823103938783918,060 _XX_ Omora Up,-54.9167,-67.617
1941,1.7308613657951355,060 _XX_ Omora Up,-54.9167,-67.617
1942,0.5852922946214676,060 _XX_ Omora Up,-54.9167,-67.617
1943,-1.1645243018865585,060 _XX_ Omora Up,-54.9167,-67.617
1944,1.8938814571925573,060 _XX_ Omora Up,-54.9167,-67.617
1945,0.4152936137148312,060 _XX_ Omora Up,-54.9167,-67.617
1946,1.3026327065059118,060 _XX_ Omora Up,-54.9167,-67.617
1947,-0.6255188882350922,060 _XX_ Omora Up,-54.9167,-67.617
1948,0.6408426463603973,060 _XX_ Omora Up,-54.9167,-67.617
1949,0.20169387451772178,060 _XX_ Omora Up,-54.9167,-67.617
1950,1.0176230243274145,060 _XX_ Omora Up,-54.9167,-67.617
1951,-0.2949398596371923,060 _XX_ Omora Up,-54.9167,-67.617
1952,0.2138490921684674,060 _XX_ Omora Up,-54.9167,-67.617
1953,-1.4884435619626726,060 _XX_ Omora Up,-54.9167,-67.617
1954,0.47988104820251465,060 _XX_ Omora Up,-54.9167,-67.617
1955,1.391635928036911,060 _XX_ Omora Up,-54.9167,-67.617
1956,0.044991618554506986,060 _XX_ Omora Up,-54.9167,-67.617
1957,1.0856338845832008,060 _XX_ Omora Up,-54.9167,-67.617
1958,-0.470067281808172,060 _XX_ Omora Up,-54.9167,-67.617
1959,-1.4619701845305306,060 _XX_ Omora Up,-54.9167,-67.617
1960,-0.18548589891621045,060 _XX_ Omora Up,-54.9167,-67.617
1961,-0.9192961880138942,060 _XX_ Omora Up,-54.9167,-67.617
1962,-1.3660562549318587,060 _XX_ Omora Up,-54.9167,-67.617
1963,-0.6729483072246824,060 _XX_ Omora Up,-54.9167,-67.617
1964,-0.1315686841096197,060 _XX_ Omora Up,-54.9167,-67.617
1965,-0.2646328184221472,060 _XX_ Omora Up,-54.9167,-67.617
1966,0.2147132796900613,060 _XX_ Omora Up,-54.9167,-67.617
1967,-0.37199467207704273,060 _XX_ Omora Up,-54.9167,-67.617
1968,0.05018693847315652,060 _XX_ Omora Up,-54.9167,-67.617
1969,1.3820595485823495,060 _XX_ Omora Up,-54.9167,-67.617
1970,0.5007132078920092,060 _XX_ Omora Up,-54.9167,-67.617
1971,0.737004069345338,060 _XX_ Omora Up,-54.9167,-67.617
1972,1.143300907952445,060 _XX_ Omora Up,-54.9167,-67.617
1973,-0.3612409915242876,060 _XX_ Omora Up,-54.9167,-67.617
1974,-0.10942514453615461,060 _XX_ Omora Up,-54.9167,-67.617
1975,0.3874871964965548,060 _XX_ Omora Up,-54.9167,-67.617
1976,1.2843420101063592,060 _XX_ Omora Up,-54.9167,-67.617
1977,-1.113205509526389,060 _XX_ Omora Up,-54.9167,-67.617
1978,-0.21656746257628715,060 _XX_ Omora Up,-54.9167,-67.617
1979,1.075159055846078,060 _XX_ Omora Up,-54.9167,-67.617
1980,0.7532618301255363,060 _XX_ Omora Up,-54.9167,-67.617
1981,0.5968493659581456,060 _XX_ Omora Up,-54.9167,-67.617
1982,0.8176100174231189,060 _XX_ Omora Up,-54.9167,-67.617
1983,-1.0791317096778326,060 _XX_ Omora Up,-54.9167,-67.617
1984,-0.63222422344344,060 _XX_ Omora Up,-54.9167,-67.617
1985,-0.4550656069602285,060 _XX_ Omora Up,-54.9167,-67.617
1986,0.15107468089887074,060 _XX_ Omora Up,-54.9167,-67.617
1987,-0.3892222706760679,060 _XX_ Omora Up,-54.9167,-67.617
1988,1.0180684157780238,060 _XX_ Omora Up,-54.9167,-67.617
1989,-1.0218980684876442,060 _XX_ Omora Up,-54.9167,-67.617
1990,0.5512055877063956,060 _XX_ Omora Up,-54.9167,-67.617
1991,0.07082318860505309,060 _XX_ Omora Up,-54.9167,-67.617
1992,-0.31983831258756773,060 _XX_ Omora Up,-54.9167,-67.617
1993,-0.6645425132342747,060 _XX_ Omora Up,-54.9167,-67.617
1994,-1.1420562352452959,060 _XX_ Omora Up,-54.9167,-67.617
1995,-0.0651768786566598,060 _XX_ Omora Up,-54.9167,-67.617
1996,-0.8097623118332454,060 _XX_ Omora Up,-54.9167,-67.617
1997,0.9221234598330089,060 _XX_ Omora Up,-54.9167,-67.617
1998,-0.07861320301890373,060 _XX_ Omora Up,-54.9167,-67.617
1999,-0.2083616288644927,060 _XX_ Omora Up,-54.9167,-67.617
2000,1.4205883666872978,060 _XX_ Omora Up,-54.9167,-67.617
2001,-1.52001919065203,060 _XX_ Omora Up,-54.9167,-67.617
2002,0.8811967968940735,060 _XX_ Omora Up,-54.9167,-67.617
2003,-0.17917451235864842,060 _XX_ Omora Up,-54.9167,-67.617
2004,-1.4650696005140031,060 _XX_ Omora Up,-54.9167,-67.617
2005,0.9802352743489402,060 _XX_ Omora Up,-54.9167,-67.617
2006,0.04594306740909815,060 _XX_ Omora Up,-54.9167,-67.617
2007,-0.17793513674821174,060 _XX_ Omora Up,-54.9167,-67.617
2008,-0.8836863076513899,060 _XX_ Omora Up,-54.9167,-67.617
2009,0.03175830574972289,060 _XX_ Omora Up,-54.9167,-67.617
2010,-1.4869332994733537,060 _XX_ Omora Up,-54.9167,-67.617
2011,-1.2838214891297477,060 _XX_ Omora Up,-54.9167,-67.617
